"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_LFN258","count_RO258","count_RF258","count_LFN260","count_RO260","count_RF260"
195,2002,7,"Economic and Financial Affairs","ECFIN",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
196,2002,7,"Economic and Financial Affairs","ECFIN",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
197,2002,7,"Economic and Financial Affairs","ECFIN",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
198,2002,7,"Economic and Financial Affairs","ECFIN",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
199,2002,7,"Economic and Financial Affairs","ECFIN",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
200,2002,7,"Economic and Financial Affairs","ECFIN",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
201,2002,7,"Economic and Financial Affairs","ECFIN",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
202,2002,7,"Economic and Financial Affairs","ECFIN",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
203,2002,7,"Economic and Financial Affairs","ECFIN",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
204,2002,7,"Economic and Financial Affairs","ECFIN",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
205,2002,7,"Economic and Financial Affairs","ECFIN",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
206,2002,7,"Economic and Financial Affairs","ECFIN",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
207,2002,7,"Economic and Financial Affairs","ECFIN",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
208,2002,7,"Economic and Financial Affairs","ECFIN",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
209,2002,7,"Economic and Financial Affairs","ECFIN",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
210,2002,7,"Economic and Financial Affairs","ECFIN",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
211,2002,8,"Education, Youth, Sport and Culture","EAC",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
212,2002,8,"Education, Youth, Sport and Culture","EAC",1,"Belgium","BE",2,"nonconformity",0,0,0,0,0,0
213,2002,8,"Education, Youth, Sport and Culture","EAC",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
214,2002,8,"Education, Youth, Sport and Culture","EAC",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
215,2002,8,"Education, Youth, Sport and Culture","EAC",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
216,2002,8,"Education, Youth, Sport and Culture","EAC",3,"Germany","DE",2,"nonconformity",0,0,0,0,0,0
217,2002,8,"Education, Youth, Sport and Culture","EAC",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
218,2002,8,"Education, Youth, Sport and Culture","EAC",4,"Italy","IT",2,"nonconformity",1,0,0,0,0,0
219,2002,8,"Education, Youth, Sport and Culture","EAC",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
220,2002,8,"Education, Youth, Sport and Culture","EAC",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
221,2002,8,"Education, Youth, Sport and Culture","EAC",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
222,2002,8,"Education, Youth, Sport and Culture","EAC",6,"Netherlands","NL",2,"nonconformity",2,0,0,0,0,0
223,2002,8,"Education, Youth, Sport and Culture","EAC",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
224,2002,8,"Education, Youth, Sport and Culture","EAC",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
225,2002,8,"Education, Youth, Sport and Culture","EAC",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
226,2002,8,"Education, Youth, Sport and Culture","EAC",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
227,2002,8,"Education, Youth, Sport and Culture","EAC",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
228,2002,8,"Education, Youth, Sport and Culture","EAC",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
229,2002,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
230,2002,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
231,2002,8,"Education, Youth, Sport and Culture","EAC",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
232,2002,8,"Education, Youth, Sport and Culture","EAC",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
233,2002,8,"Education, Youth, Sport and Culture","EAC",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
234,2002,8,"Education, Youth, Sport and Culture","EAC",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
235,2002,8,"Education, Youth, Sport and Culture","EAC",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
236,2002,8,"Education, Youth, Sport and Culture","EAC",13,"Austria","AT",2,"nonconformity",1,0,1,0,0,0
237,2002,8,"Education, Youth, Sport and Culture","EAC",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
238,2002,8,"Education, Youth, Sport and Culture","EAC",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
239,2002,8,"Education, Youth, Sport and Culture","EAC",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
240,2002,8,"Education, Youth, Sport and Culture","EAC",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
241,2002,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",1,"noncommunication",3,1,1,0,0,0
242,2002,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",2,"nonconformity",3,0,1,0,0,0
243,2002,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",1,"noncommunication",2,1,1,0,0,0
244,2002,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",2,"nonconformity",1,1,0,0,0,0
245,2002,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",1,"noncommunication",2,0,0,0,0,0
246,2002,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",2,"nonconformity",2,0,0,0,0,0
247,2002,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",1,"noncommunication",2,1,1,0,0,0
248,2002,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",2,"nonconformity",1,0,0,2,0,0
249,2002,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",1,"noncommunication",2,1,0,0,0,0
250,2002,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",2,"nonconformity",3,0,0,0,0,0
251,2002,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",1,"noncommunication",1,0,0,0,0,0
