"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_cases"
267,2002,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",1,"noncommunication",1
269,2002,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",1,"noncommunication",3
270,2002,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",2,"nonconformity",1
271,2002,10,"Energy","ENER",1,"Belgium","BE",1,"noncommunication",1
272,2002,10,"Energy","ENER",1,"Belgium","BE",2,"nonconformity",1
275,2002,10,"Energy","ENER",3,"Germany","DE",1,"noncommunication",1
277,2002,10,"Energy","ENER",4,"Italy","IT",1,"noncommunication",1
278,2002,10,"Energy","ENER",4,"Italy","IT",2,"nonconformity",1
288,2002,10,"Energy","ENER",9,"United Kingdom","UK",2,"nonconformity",2
290,2002,10,"Energy","ENER",10,"Greece","EL",2,"nonconformity",1
293,2002,10,"Energy","ENER",12,"Spain","ES",1,"noncommunication",1
296,2002,10,"Energy","ENER",13,"Austria","AT",2,"nonconformity",1
297,2002,10,"Energy","ENER",14,"Finland","FI",1,"noncommunication",1
299,2002,10,"Energy","ENER",15,"Sweden","SE",1,"noncommunication",1
301,2002,11,"Enterprise and Industry","ENTR",1,"Belgium","BE",1,"noncommunication",10
303,2002,11,"Enterprise and Industry","ENTR",2,"France","FR",1,"noncommunication",13
304,2002,11,"Enterprise and Industry","ENTR",2,"France","FR",2,"nonconformity",6
305,2002,11,"Enterprise and Industry","ENTR",3,"Germany","DE",1,"noncommunication",15
306,2002,11,"Enterprise and Industry","ENTR",3,"Germany","DE",2,"nonconformity",4
307,2002,11,"Enterprise and Industry","ENTR",4,"Italy","IT",1,"noncommunication",13
308,2002,11,"Enterprise and Industry","ENTR",4,"Italy","IT",2,"nonconformity",3
309,2002,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",1,"noncommunication",9
310,2002,11,"Enterprise and Industry","ENTR",5,"Luxembourg","LU",2,"nonconformity",1
311,2002,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",1,"noncommunication",12
312,2002,11,"Enterprise and Industry","ENTR",6,"Netherlands","NL",2,"nonconformity",4
313,2002,11,"Enterprise and Industry","ENTR",7,"Denmark","DK",1,"noncommunication",9
315,2002,11,"Enterprise and Industry","ENTR",8,"Ireland","IE",1,"noncommunication",10
317,2002,11,"Enterprise and Industry","ENTR",9,"United Kingdom","UK",1,"noncommunication",9
318,2002,11,"Enterprise and Industry","ENTR",9,"United Kingdom","UK",2,"nonconformity",2
319,2002,11,"Enterprise and Industry","ENTR",10,"Greece","EL",1,"noncommunication",12
320,2002,11,"Enterprise and Industry","ENTR",10,"Greece","EL",2,"nonconformity",3
321,2002,11,"Enterprise and Industry","ENTR",11,"Portugal","PT",1,"noncommunication",19
323,2002,11,"Enterprise and Industry","ENTR",12,"Spain","ES",1,"noncommunication",10
324,2002,11,"Enterprise and Industry","ENTR",12,"Spain","ES",2,"nonconformity",3
325,2002,11,"Enterprise and Industry","ENTR",13,"Austria","AT",1,"noncommunication",11
326,2002,11,"Enterprise and Industry","ENTR",13,"Austria","AT",2,"nonconformity",2
327,2002,11,"Enterprise and Industry","ENTR",14,"Finland","FI",1,"noncommunication",9
329,2002,11,"Enterprise and Industry","ENTR",15,"Sweden","SE",1,"noncommunication",11
330,2002,11,"Enterprise and Industry","ENTR",15,"Sweden","SE",2,"nonconformity",4
331,2002,12,"Environment","ENV",1,"Belgium","BE",1,"noncommunication",3
332,2002,12,"Environment","ENV",1,"Belgium","BE",2,"nonconformity",4
333,2002,12,"Environment","ENV",2,"France","FR",1,"noncommunication",6
334,2002,12,"Environment","ENV",2,"France","FR",2,"nonconformity",7
335,2002,12,"Environment","ENV",3,"Germany","DE",1,"noncommunication",4
336,2002,12,"Environment","ENV",3,"Germany","DE",2,"nonconformity",8
337,2002,12,"Environment","ENV",4,"Italy","IT",1,"noncommunication",4
338,2002,12,"Environment","ENV",4,"Italy","IT",2,"nonconformity",21
339,2002,12,"Environment","ENV",5,"Luxembourg","LU",1,"noncommunication",3
340,2002,12,"Environment","ENV",5,"Luxembourg","LU",2,"nonconformity",4
341,2002,12,"Environment","ENV",6,"Netherlands","NL",1,"noncommunication",3
342,2002,12,"Environment","ENV",6,"Netherlands","NL",2,"nonconformity",5
343,2002,12,"Environment","ENV",7,"Denmark","DK",1,"noncommunication",4
344,2002,12,"Environment","ENV",7,"Denmark","DK",2,"nonconformity",2
345,2002,12,"Environment","ENV",8,"Ireland","IE",1,"noncommunication",5
346,2002,12,"Environment","ENV",8,"Ireland","IE",2,"nonconformity",18
347,2002,12,"Environment","ENV",9,"United Kingdom","UK",1,"noncommunication",5
348,2002,12,"Environment","ENV",9,"United Kingdom","UK",2,"nonconformity",8
349,2002,12,"Environment","ENV",10,"Greece","EL",1,"noncommunication",5
350,2002,12,"Environment","ENV",10,"Greece","EL",2,"nonconformity",7
351,2002,12,"Environment","ENV",11,"Portugal","PT",1,"noncommunication",4
352,2002,12,"Environment","ENV",11,"Portugal","PT",2,"nonconformity",9
353,2002,12,"Environment","ENV",12,"Spain","ES",1,"noncommunication",5
354,2002,12,"Environment","ENV",12,"Spain","ES",2,"nonconformity",22
355,2002,12,"Environment","ENV",13,"Austria","AT",1,"noncommunication",4
356,2002,12,"Environment","ENV",13,"Austria","AT",2,"nonconformity",5
357,2002,12,"Environment","ENV",14,"Finland","FI",1,"noncommunication",5
358,2002,12,"Environment","ENV",14,"Finland","FI",2,"nonconformity",2
359,2002,12,"Environment","ENV",15,"Sweden","SE",1,"noncommunication",4
360,2002,12,"Environment","ENV",15,"Sweden","SE",2,"nonconformity",4
391,2002,14,"Eurostat","EUROSTAT",1,"Belgium","BE",1,"noncommunication",1
393,2002,14,"Eurostat","EUROSTAT",2,"France","FR",1,"noncommunication",1
399,2002,14,"Eurostat","EUROSTAT",5,"Luxembourg","LU",1,"noncommunication",1
405,2002,14,"Eurostat","EUROSTAT",8,"Ireland","IE",1,"noncommunication",1
410,2002,14,"Eurostat","EUROSTAT",10,"Greece","EL",2,"nonconformity",1
413,2002,14,"Eurostat","EUROSTAT",12,"Spain","ES",1,"noncommunication",1
419,2002,14,"Eurostat","EUROSTAT",15,"Sweden","SE",1,"noncommunication",1
481,2002,17,"Health and Consumers","SANCO",1,"Belgium","BE",1,"noncommunication",6
483,2002,17,"Health and Consumers","SANCO",2,"France","FR",1,"noncommunication",15
484,2002,17,"Health and Consumers","SANCO",2,"France","FR",2,"nonconformity",2
485,2002,17,"Health and Consumers","SANCO",3,"Germany","DE",1,"noncommunication",21
487,2002,17,"Health and Consumers","SANCO",4,"Italy","IT",1,"noncommunication",17
489,2002,17,"Health and Consumers","SANCO",5,"Luxembourg","LU",1,"noncommunication",12
491,2002,17,"Health and Consumers","SANCO",6,"Netherlands","NL",1,"noncommunication",6
493,2002,17,"Health and Consumers","SANCO",7,"Denmark","DK",1,"noncommunication",8
495,2002,17,"Health and Consumers","SANCO",8,"Ireland","IE",1,"noncommunication",18
497,2002,17,"Health and Consumers","SANCO",9,"United Kingdom","UK",1,"noncommunication",12
499,2002,17,"Health and Consumers","SANCO",10,"Greece","EL",1,"noncommunication",18
501,2002,17,"Health and Consumers","SANCO",11,"Portugal","PT",1,"noncommunication",22
503,2002,17,"Health and Consumers","SANCO",12,"Spain","ES",1,"noncommunication",6
504,2002,17,"Health and Consumers","SANCO",12,"Spain","ES",2,"nonconformity",3
505,2002,17,"Health and Consumers","SANCO",13,"Austria","AT",1,"noncommunication",19
506,2002,17,"Health and Consumers","SANCO",13,"Austria","AT",2,"nonconformity",1
507,2002,17,"Health and Consumers","SANCO",14,"Finland","FI",1,"noncommunication",18
509,2002,17,"Health and Consumers","SANCO",15,"Sweden","SE",1,"noncommunication",9
510,2002,17,"Health and Consumers","SANCO",15,"Sweden","SE",2,"nonconformity",2
571,2002,20,"Internal Market and Services","MARKT",1,"Belgium","BE",1,"noncommunication",5
572,2002,20,"Internal Market and Services","MARKT",1,"Belgium","BE",2,"nonconformity",8
573,2002,20,"Internal Market and Services","MARKT",2,"France","FR",1,"noncommunication",5
574,2002,20,"Internal Market and Services","MARKT",2,"France","FR",2,"nonconformity",9
575,2002,20,"Internal Market and Services","MARKT",3,"Germany","DE",1,"noncommunication",3
576,2002,20,"Internal Market and Services","MARKT",3,"Germany","DE",2,"nonconformity",18
577,2002,20,"Internal Market and Services","MARKT",4,"Italy","IT",1,"noncommunication",2
578,2002,20,"Internal Market and Services","MARKT",4,"Italy","IT",2,"nonconformity",18
579,2002,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",1,"noncommunication",2
580,2002,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",2,"nonconformity",3
581,2002,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",1,"noncommunication",5
582,2002,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",2,"nonconformity",8
583,2002,20,"Internal Market and Services","MARKT",7,"Denmark","DK",1,"noncommunication",3
584,2002,20,"Internal Market and Services","MARKT",7,"Denmark","DK",2,"nonconformity",1
585,2002,20,"Internal Market and Services","MARKT",8,"Ireland","IE",1,"noncommunication",5
586,2002,20,"Internal Market and Services","MARKT",8,"Ireland","IE",2,"nonconformity",2
587,2002,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",1,"noncommunication",4
588,2002,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",2,"nonconformity",5
589,2002,20,"Internal Market and Services","MARKT",10,"Greece","EL",1,"noncommunication",5
590,2002,20,"Internal Market and Services","MARKT",10,"Greece","EL",2,"nonconformity",7
591,2002,20,"Internal Market and Services","MARKT",11,"Portugal","PT",1,"noncommunication",2
592,2002,20,"Internal Market and Services","MARKT",11,"Portugal","PT",2,"nonconformity",7
593,2002,20,"Internal Market and Services","MARKT",12,"Spain","ES",1,"noncommunication",4
594,2002,20,"Internal Market and Services","MARKT",12,"Spain","ES",2,"nonconformity",8
595,2002,20,"Internal Market and Services","MARKT",13,"Austria","AT",1,"noncommunication",1
596,2002,20,"Internal Market and Services","MARKT",13,"Austria","AT",2,"nonconformity",3
597,2002,20,"Internal Market and Services","MARKT",14,"Finland","FI",1,"noncommunication",3
598,2002,20,"Internal Market and Services","MARKT",14,"Finland","FI",2,"nonconformity",1
599,2002,20,"Internal Market and Services","MARKT",15,"Sweden","SE",1,"noncommunication",1
600,2002,20,"Internal Market and Services","MARKT",15,"Sweden","SE",2,"nonconformity",1
612,2002,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",6,"Netherlands","NL",2,"nonconformity",1
634,2002,22,"Justice and Consumers","JUST",2,"France","FR",2,"nonconformity",1
676,2002,23,"Legal Service","SJ",8,"Ireland","IE",2,"nonconformity",2
692,2002,24,"Maritime Affairs and Fisheries","MARE",1,"Belgium","BE",2,"nonconformity",1
696,2002,24,"Maritime Affairs and Fisheries","MARE",3,"Germany","DE",2,"nonconformity",1
702,2002,24,"Maritime Affairs and Fisheries","MARE",6,"Netherlands","NL",2,"nonconformity",1
704,2002,24,"Maritime Affairs and Fisheries","MARE",7,"Denmark","DK",2,"nonconformity",2
706,2002,24,"Maritime Affairs and Fisheries","MARE",8,"Ireland","IE",2,"nonconformity",2
708,2002,24,"Maritime Affairs and Fisheries","MARE",9,"United Kingdom","UK",2,"nonconformity",3
712,2002,24,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",2,"nonconformity",1
714,2002,24,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",2,"nonconformity",2
720,2002,24,"Maritime Affairs and Fisheries","MARE",15,"Sweden","SE",2,"nonconformity",2
746,2002,25,"Migration and Home Affairs","HOME",13,"Austria","AT",2,"nonconformity",1
751,2002,26,"Mobility and Transport","MOVE",1,"Belgium","BE",1,"noncommunication",3
752,2002,26,"Mobility and Transport","MOVE",1,"Belgium","BE",2,"nonconformity",1
753,2002,26,"Mobility and Transport","MOVE",2,"France","FR",1,"noncommunication",5
754,2002,26,"Mobility and Transport","MOVE",2,"France","FR",2,"nonconformity",1
755,2002,26,"Mobility and Transport","MOVE",3,"Germany","DE",1,"noncommunication",4
756,2002,26,"Mobility and Transport","MOVE",3,"Germany","DE",2,"nonconformity",1
757,2002,26,"Mobility and Transport","MOVE",4,"Italy","IT",1,"noncommunication",4
758,2002,26,"Mobility and Transport","MOVE",4,"Italy","IT",2,"nonconformity",1
759,2002,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",1,"noncommunication",5
760,2002,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",2,"nonconformity",1
761,2002,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",1,"noncommunication",2
763,2002,26,"Mobility and Transport","MOVE",7,"Denmark","DK",1,"noncommunication",2
765,2002,26,"Mobility and Transport","MOVE",8,"Ireland","IE",1,"noncommunication",4
766,2002,26,"Mobility and Transport","MOVE",8,"Ireland","IE",2,"nonconformity",1
767,2002,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",1,"noncommunication",5
769,2002,26,"Mobility and Transport","MOVE",10,"Greece","EL",1,"noncommunication",3
770,2002,26,"Mobility and Transport","MOVE",10,"Greece","EL",2,"nonconformity",1
771,2002,26,"Mobility and Transport","MOVE",11,"Portugal","PT",1,"noncommunication",4
772,2002,26,"Mobility and Transport","MOVE",11,"Portugal","PT",2,"nonconformity",1
773,2002,26,"Mobility and Transport","MOVE",12,"Spain","ES",1,"noncommunication",3
775,2002,26,"Mobility and Transport","MOVE",13,"Austria","AT",1,"noncommunication",4
777,2002,26,"Mobility and Transport","MOVE",14,"Finland","FI",1,"noncommunication",2
779,2002,26,"Mobility and Transport","MOVE",15,"Sweden","SE",1,"noncommunication",3
841,2002,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",1,"noncommunication",2
842,2002,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",2,"nonconformity",2
843,2002,29,"Taxation and Customs Union","TAXUD",2,"France","FR",1,"noncommunication",2
844,2002,29,"Taxation and Customs Union","TAXUD",2,"France","FR",2,"nonconformity",3
845,2002,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",1,"noncommunication",2
846,2002,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",2,"nonconformity",3
847,2002,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",1,"noncommunication",2
848,2002,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",2,"nonconformity",7
849,2002,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",1,"noncommunication",2
850,2002,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",2,"nonconformity",2
851,2002,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",1,"noncommunication",2
852,2002,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",2,"nonconformity",2
853,2002,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",1,"noncommunication",2
854,2002,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",2,"nonconformity",2
855,2002,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",1,"noncommunication",1
856,2002,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",2,"nonconformity",1
857,2002,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",1,"noncommunication",1
858,2002,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",2,"nonconformity",2
859,2002,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",1,"noncommunication",2
860,2002,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",2,"nonconformity",1
861,2002,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",1,"noncommunication",2
862,2002,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",2,"nonconformity",4
863,2002,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",1,"noncommunication",2
864,2002,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",2,"nonconformity",3
865,2002,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",1,"noncommunication",2
866,2002,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",2,"nonconformity",1
867,2002,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",1,"noncommunication",1
868,2002,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",2,"nonconformity",1
869,2002,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",1,"noncommunication",2
901,2003,1,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",1,"noncommunication",6
903,2003,1,"Agriculture and Rural Development","AGRI",2,"France","FR",1,"noncommunication",3
904,2003,1,"Agriculture and Rural Development","AGRI",2,"France","FR",2,"nonconformity",2
905,2003,1,"Agriculture and Rural Development","AGRI",3,"Germany","DE",1,"noncommunication",5
906,2003,1,"Agriculture and Rural Development","AGRI",3,"Germany","DE",2,"nonconformity",1
907,2003,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",1,"noncommunication",5
908,2003,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",2,"nonconformity",2
910,2003,1,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",2,"nonconformity",1
913,2003,1,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",1,"noncommunication",3
917,2003,1,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",1,"noncommunication",6
920,2003,1,"Agriculture and Rural Development","AGRI",10,"Greece","EL",2,"nonconformity",1
921,2003,1,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",1,"noncommunication",6
922,2003,1,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",2,"nonconformity",1
925,2003,1,"Agriculture and Rural Development","AGRI",13,"Austria","AT",1,"noncommunication",6
932,2003,2,"Budget","BUDG",1,"Belgium","BE",2,"nonconformity",1
936,2003,2,"Budget","BUDG",3,"Germany","DE",2,"nonconformity",1
938,2003,2,"Budget","BUDG",4,"Italy","IT",2,"nonconformity",3
940,2003,2,"Budget","BUDG",5,"Luxembourg","LU",2,"nonconformity",1
944,2003,2,"Budget","BUDG",7,"Denmark","DK",2,"nonconformity",1
950,2003,2,"Budget","BUDG",10,"Greece","EL",2,"nonconformity",1
952,2003,2,"Budget","BUDG",11,"Portugal","PT",2,"nonconformity",3
954,2003,2,"Budget","BUDG",12,"Spain","ES",2,"nonconformity",1
958,2003,2,"Budget","BUDG",14,"Finland","FI",2,"nonconformity",1
960,2003,2,"Budget","BUDG",15,"Sweden","SE",2,"nonconformity",2
991,2003,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",1,"noncommunication",5
992,2003,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",2,"nonconformity",1
993,2003,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",1,"noncommunication",5
995,2003,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",1,"noncommunication",5
999,2003,4,"Communication Networks, Content and Technology","CONNECT",5,"Luxembourg","LU",1,"noncommunication",5
1000,2003,4,"Communication Networks, Content and Technology","CONNECT",5,"Luxembourg","LU",2,"nonconformity",1
1001,2003,4,"Communication Networks, Content and Technology","CONNECT",6,"Netherlands","NL",1,"noncommunication",5
1009,2003,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",1,"noncommunication",5
1011,2003,4,"Communication Networks, Content and Technology","CONNECT",11,"Portugal","PT",1,"noncommunication",5
1013,2003,4,"Communication Networks, Content and Technology","CONNECT",12,"Spain","ES",1,"noncommunication",4
1017,2003,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",1,"noncommunication",1
1019,2003,4,"Communication Networks, Content and Technology","CONNECT",15,"Sweden","SE",1,"noncommunication",1
1021,2003,5,"Competition","COMP",1,"Belgium","BE",1,"noncommunication",1
1023,2003,5,"Competition","COMP",2,"France","FR",1,"noncommunication",1
1025,2003,5,"Competition","COMP",3,"Germany","DE",1,"noncommunication",1
1026,2003,5,"Competition","COMP",3,"Germany","DE",2,"nonconformity",1
1029,2003,5,"Competition","COMP",5,"Luxembourg","LU",1,"noncommunication",1
1031,2003,5,"Competition","COMP",6,"Netherlands","NL",1,"noncommunication",1
1039,2003,5,"Competition","COMP",10,"Greece","EL",1,"noncommunication",1
1040,2003,5,"Competition","COMP",10,"Greece","EL",2,"nonconformity",1
1041,2003,5,"Competition","COMP",11,"Portugal","PT",1,"noncommunication",1
1042,2003,5,"Competition","COMP",11,"Portugal","PT",2,"nonconformity",1
1043,2003,5,"Competition","COMP",12,"Spain","ES",1,"noncommunication",1
1044,2003,5,"Competition","COMP",12,"Spain","ES",2,"nonconformity",1
1049,2003,5,"Competition","COMP",15,"Sweden","SE",1,"noncommunication",1
1130,2003,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",2,"nonconformity",2
1132,2003,8,"Education, Youth, Sport and Culture","EAC",11,"Portugal","PT",2,"nonconformity",1
1141,2003,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",1,"noncommunication",2
1142,2003,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",2,"nonconformity",1
1143,2003,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",1,"noncommunication",3
1144,2003,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",2,"nonconformity",1
1145,2003,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",1,"noncommunication",2
1146,2003,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",2,"nonconformity",1
1147,2003,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",1,"noncommunication",1
1148,2003,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",2,"nonconformity",4
1149,2003,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",1,"noncommunication",2
1150,2003,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",2,"nonconformity",1
1151,2003,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",1,"noncommunication",3
1152,2003,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",2,"nonconformity",2
1153,2003,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",1,"noncommunication",4
1154,2003,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",2,"nonconformity",1
1155,2003,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",1,"noncommunication",3
1157,2003,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",1,"noncommunication",4
1159,2003,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",1,"noncommunication",3
1160,2003,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",2,"nonconformity",1
1161,2003,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",1,"noncommunication",4
1162,2003,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",2,"nonconformity",2
1163,2003,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",1,"noncommunication",2
1164,2003,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",2,"nonconformity",1
1165,2003,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",1,"noncommunication",3
1167,2003,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",1,"noncommunication",3
