"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_cases"
616,2003,12,"Environment","ENV",1,"Belgium","BE",10
617,2003,12,"Environment","ENV",2,"France","FR",9
618,2003,12,"Environment","ENV",3,"Germany","DE",13
619,2003,12,"Environment","ENV",4,"Italy","IT",28
620,2003,12,"Environment","ENV",5,"Luxembourg","LU",8
621,2003,12,"Environment","ENV",6,"Netherlands","NL",11
622,2003,12,"Environment","ENV",7,"Denmark","DK",10
623,2003,12,"Environment","ENV",8,"Ireland","IE",8
624,2003,12,"Environment","ENV",9,"United Kingdom","UK",15
625,2003,12,"Environment","ENV",10,"Greece","EL",18
626,2003,12,"Environment","ENV",11,"Portugal","PT",14
627,2003,12,"Environment","ENV",12,"Spain","ES",18
628,2003,12,"Environment","ENV",13,"Austria","AT",6
629,2003,12,"Environment","ENV",14,"Finland","FI",3
630,2003,12,"Environment","ENV",15,"Sweden","SE",5
636,2003,13,"European Neighbourhood and Enlargement Negotiations","NEAR",6,"Netherlands","NL",1
663,2003,15,"External Relations","RELEX",3,"Germany","DE",1
691,2003,17,"Health and Consumers","SANCO",1,"Belgium","BE",31
692,2003,17,"Health and Consumers","SANCO",2,"France","FR",34
693,2003,17,"Health and Consumers","SANCO",3,"Germany","DE",35
694,2003,17,"Health and Consumers","SANCO",4,"Italy","IT",41
695,2003,17,"Health and Consumers","SANCO",5,"Luxembourg","LU",23
696,2003,17,"Health and Consumers","SANCO",6,"Netherlands","NL",21
697,2003,17,"Health and Consumers","SANCO",7,"Denmark","DK",16
698,2003,17,"Health and Consumers","SANCO",8,"Ireland","IE",31
699,2003,17,"Health and Consumers","SANCO",9,"United Kingdom","UK",31
700,2003,17,"Health and Consumers","SANCO",10,"Greece","EL",29
701,2003,17,"Health and Consumers","SANCO",11,"Portugal","PT",36
702,2003,17,"Health and Consumers","SANCO",12,"Spain","ES",22
703,2003,17,"Health and Consumers","SANCO",13,"Austria","AT",35
704,2003,17,"Health and Consumers","SANCO",14,"Finland","FI",38
705,2003,17,"Health and Consumers","SANCO",15,"Sweden","SE",21
715,2003,18,"Health and Food Safety","SANTE",10,"Greece","EL",1
721,2003,19,"Human Resources and Security","HR",1,"Belgium","BE",1
736,2003,20,"Internal Market and Services","MARKT",1,"Belgium","BE",9
737,2003,20,"Internal Market and Services","MARKT",2,"France","FR",14
738,2003,20,"Internal Market and Services","MARKT",3,"Germany","DE",18
739,2003,20,"Internal Market and Services","MARKT",4,"Italy","IT",26
740,2003,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",11
741,2003,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",15
742,2003,20,"Internal Market and Services","MARKT",7,"Denmark","DK",7
743,2003,20,"Internal Market and Services","MARKT",8,"Ireland","IE",11
744,2003,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",8
745,2003,20,"Internal Market and Services","MARKT",10,"Greece","EL",16
746,2003,20,"Internal Market and Services","MARKT",11,"Portugal","PT",13
747,2003,20,"Internal Market and Services","MARKT",12,"Spain","ES",16
748,2003,20,"Internal Market and Services","MARKT",13,"Austria","AT",17
749,2003,20,"Internal Market and Services","MARKT",14,"Finland","FI",12
750,2003,20,"Internal Market and Services","MARKT",15,"Sweden","SE",11
768,2003,22,"Justice and Consumers","JUST",3,"Germany","DE",3
769,2003,22,"Justice and Consumers","JUST",4,"Italy","IT",1
770,2003,22,"Justice and Consumers","JUST",5,"Luxembourg","LU",3
777,2003,22,"Justice and Consumers","JUST",12,"Spain","ES",1
778,2003,22,"Justice and Consumers","JUST",13,"Austria","AT",2
795,2003,23,"Legal Service","SJ",15,"Sweden","SE",1
797,2003,24,"Maritime Affairs and Fisheries","MARE",2,"France","FR",1
806,2003,24,"Maritime Affairs and Fisheries","MARE",11,"Portugal","PT",1
807,2003,24,"Maritime Affairs and Fisheries","MARE",12,"Spain","ES",1
811,2003,25,"Migration and Home Affairs","HOME",1,"Belgium","BE",2
812,2003,25,"Migration and Home Affairs","HOME",2,"France","FR",2
814,2003,25,"Migration and Home Affairs","HOME",4,"Italy","IT",1
815,2003,25,"Migration and Home Affairs","HOME",5,"Luxembourg","LU",3
816,2003,25,"Migration and Home Affairs","HOME",6,"Netherlands","NL",1
819,2003,25,"Migration and Home Affairs","HOME",9,"United Kingdom","UK",1
820,2003,25,"Migration and Home Affairs","HOME",10,"Greece","EL",1
826,2003,26,"Mobility and Transport","MOVE",1,"Belgium","BE",8
827,2003,26,"Mobility and Transport","MOVE",2,"France","FR",7
828,2003,26,"Mobility and Transport","MOVE",3,"Germany","DE",8
829,2003,26,"Mobility and Transport","MOVE",4,"Italy","IT",14
830,2003,26,"Mobility and Transport","MOVE",5,"Luxembourg","LU",12
831,2003,26,"Mobility and Transport","MOVE",6,"Netherlands","NL",12
832,2003,26,"Mobility and Transport","MOVE",7,"Denmark","DK",5
833,2003,26,"Mobility and Transport","MOVE",8,"Ireland","IE",10
834,2003,26,"Mobility and Transport","MOVE",9,"United Kingdom","UK",8
835,2003,26,"Mobility and Transport","MOVE",10,"Greece","EL",15
836,2003,26,"Mobility and Transport","MOVE",11,"Portugal","PT",16
837,2003,26,"Mobility and Transport","MOVE",12,"Spain","ES",6
838,2003,26,"Mobility and Transport","MOVE",13,"Austria","AT",10
839,2003,26,"Mobility and Transport","MOVE",14,"Finland","FI",10
840,2003,26,"Mobility and Transport","MOVE",15,"Sweden","SE",11
871,2003,29,"Taxation and Customs Union","TAXUD",1,"Belgium","BE",2
872,2003,29,"Taxation and Customs Union","TAXUD",2,"France","FR",3
873,2003,29,"Taxation and Customs Union","TAXUD",3,"Germany","DE",4
874,2003,29,"Taxation and Customs Union","TAXUD",4,"Italy","IT",7
875,2003,29,"Taxation and Customs Union","TAXUD",5,"Luxembourg","LU",1
876,2003,29,"Taxation and Customs Union","TAXUD",6,"Netherlands","NL",2
877,2003,29,"Taxation and Customs Union","TAXUD",7,"Denmark","DK",4
878,2003,29,"Taxation and Customs Union","TAXUD",8,"Ireland","IE",3
879,2003,29,"Taxation and Customs Union","TAXUD",9,"United Kingdom","UK",4
880,2003,29,"Taxation and Customs Union","TAXUD",10,"Greece","EL",4
881,2003,29,"Taxation and Customs Union","TAXUD",11,"Portugal","PT",3
882,2003,29,"Taxation and Customs Union","TAXUD",12,"Spain","ES",5
883,2003,29,"Taxation and Customs Union","TAXUD",13,"Austria","AT",2
884,2003,29,"Taxation and Customs Union","TAXUD",14,"Finland","FI",3
885,2003,29,"Taxation and Customs Union","TAXUD",15,"Sweden","SE",4
920,2004,1,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",7
924,2004,1,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",1
934,2004,2,"Budget","BUDG",9,"United Kingdom","UK",1
976,2004,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",1
978,2004,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",1
979,2004,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",1
981,2004,4,"Communication Networks, Content and Technology","CONNECT",6,"Netherlands","NL",1
985,2004,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",1
987,2004,4,"Communication Networks, Content and Technology","CONNECT",12,"Spain","ES",2
988,2004,4,"Communication Networks, Content and Technology","CONNECT",13,"Austria","AT",1
989,2004,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",3
990,2004,4,"Communication Networks, Content and Technology","CONNECT",15,"Sweden","SE",1
992,2004,4,"Communication Networks, Content and Technology","CONNECT",17,"Czech Republic","CZ",4
993,2004,4,"Communication Networks, Content and Technology","CONNECT",18,"Estonia","EE",5
994,2004,4,"Communication Networks, Content and Technology","CONNECT",19,"Hungary","HU",2
997,2004,4,"Communication Networks, Content and Technology","CONNECT",22,"Malta","MT",1
998,2004,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",1
1003,2004,5,"Competition","COMP",3,"Germany","DE",1
1012,2004,5,"Competition","COMP",12,"Spain","ES",2
1013,2004,5,"Competition","COMP",13,"Austria","AT",1
1015,2004,5,"Competition","COMP",15,"Sweden","SE",1
1017,2004,5,"Competition","COMP",17,"Czech Republic","CZ",5
1018,2004,5,"Competition","COMP",18,"Estonia","EE",1
1022,2004,5,"Competition","COMP",22,"Malta","MT",4
1023,2004,5,"Competition","COMP",23,"Poland","PL",3
1024,2004,5,"Competition","COMP",24,"Slovakia","SK",4
1083,2004,8,"Education, Youth, Sport and Culture","EAC",8,"Ireland","IE",1
1087,2004,8,"Education, Youth, Sport and Culture","EAC",12,"Spain","ES",1
1101,2004,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",7
1102,2004,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",7
1103,2004,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",5
1104,2004,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",4
1105,2004,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",5
1106,2004,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",4
1107,2004,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",3
1108,2004,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",6
1109,2004,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",9
1110,2004,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",6
1111,2004,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",4
1112,2004,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",5
1113,2004,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",4
1114,2004,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",4
1115,2004,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",3
1116,2004,9,"Employment, Social Affairs and Inclusion","EMPL",16,"Cyprus","CY",2
1117,2004,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",15
1118,2004,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",2
1120,2004,9,"Employment, Social Affairs and Inclusion","EMPL",20,"Latvia","LV",2
1121,2004,9,"Employment, Social Affairs and Inclusion","EMPL",21,"Lithuania","LT",2
1123,2004,9,"Employment, Social Affairs and Inclusion","EMPL",23,"Poland","PL",1
1124,2004,9,"Employment, Social Affairs and Inclusion","EMPL",24,"Slovakia","SK",1
1125,2004,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",3
1126,2004,10,"Energy","ENER",1,"Belgium","BE",4
1127,2004,10,"Energy","ENER",2,"France","FR",2
1128,2004,10,"Energy","ENER",3,"Germany","DE",2
